Feature,Importance
PLXDC2,0.0
PPM1G,0.0
PPP1CC,0.0
PI16,0.0
PICALM,0.0
PPM1F,0.0
PF4,0.0
PPM1A,0.0
PFAS,0.0
PGRMC1,0.0
PIGR,0.0
PIN1,0.0
PIP,0.0
PPL,0.0
PIP4K2A,0.0
PMVK,0.0
PFDN6,0.0
PFDN5,0.0
PLS1,0.0
POLDIP3,0.0
PLG,0.0
PLIN3,0.0
POLDIP2,0.0
POGLUT3,0.0
PGM1,0.0
PLTP,0.0
POGLUT1,0.0
PFN1,0.0
POFUT1,0.0
PLIN4,0.0
PMPCB,0.0
PFN2,0.0
PGLYRP2,0.0
POF1B,0.0
PLS3,0.0
PLPBP,0.0
PODXL,0.0
PGLYRP1,0.0
PGLS,0.0
PNPO,0.0
PGK1,0.0
PNP,0.0
PLPP1,0.0
PLPP3,0.0
POLR2A,0.0
PFKP,0.0
PFKM,0.0
PPA1,0.0
PPIB,0.0
PMPCA,0.0
PPIA,0.0
PPCS,0.0
PFKL,0.0
PPBP,0.0
PLCD1,0.0
PLVAP,0.0
PLCG2,0.0
PLD3,0.0
PPA2,0.0
POSTN,0.0
POLR2B,0.0
POR,0.0
PON2,0.0
PLEC,0.0
PON1,0.0
PLEK,0.0
PGM2,0.0
POLR2H,0.0
POLR2E,0.0
PLEKHA5,0.0
POLR2C,0.0
PLEKHO2,0.0
PMM2,0.0
A1BG,0.0
PPP1R12A,0.0
PTGIS,0.0
PTGR2,0.0
PTGS1,0.0
PTK2,0.0
PTK7,0.0
PTMA,0.0
PTMS,0.0
PTP4A2,0.0
PTPA,0.0
PTPN11,0.0
PTPN23,0.0
PTPN6,0.0
PTPRA,0.0
PTPRC,0.0
PTPRCAP,0.0
PTPRS,0.0
PTRH2,0.0
PTRHD1,0.0
PUDP,0.0
PUF60,0.0
PTGR1,0.0
PTGFRN,0.0
PURB,0.0
PTGES3,0.0
PSMD5,0.0
PSMD6,0.0
PSMD7,0.0
PSMD8,0.0
PSMD9,0.0
PSME1,0.0
PSME2,0.0
PSME3,0.0
PSMF1,0.0
PSMG1,0.0
PSMG2,0.0
PSPC1,0.0
PSPH,0.0
PTBP1,0.0
PTBP3,0.0
PTER,0.0
PTGDS,0.0
PTGES,0.0
PTGES2,0.0
PURA,0.0
PXN,0.0
PPP1R12B,0.0
RAB32,0.0
RAB3D,0.0
RAB3GAP2,0.0
RAB4A,0.0
RAB4B,0.0
RAB5B,0.0
RAB5C,0.0
RAB6A,0.0
RAB7A,0.0
RAB8A,0.0
RAB8B,0.0
RAB9A,0.0
RABGAP1,0.0
RAC1,0.0
RAC2,0.0
RACK1,0.0
RAD23A,0.0
RAD23B,0.0
RAD50,0.0
RAI14,0.0
RAB35,0.0
RAB2B,0.0
PYCARD,0.0
RAB2A,0.0
PYGB,0.0
PYGL,0.0
PYM1,0.0
QARS1,0.0
QDPR,0.0
QKI,0.0
QPRT,0.0
QSOX1,0.0
RAB11A,0.0
RAB13,0.0
RAB14,0.0
RAB18,0.0
RAB1B,0.0
RAB21,0.0
RAB22A,0.0
RAB23,0.0
RAB25,0.0
RAB27A,0.0
RAB27B,0.0
PSMD4,0.0
PSMD3,0.0
PSMD2,0.0
PRDX6,0.0
PREP,0.0
PRG2,0.0
PRG3,0.0
PRG4,0.0
PRKAA1,0.0
PRKAB1,0.0
PRKACA,0.0
PRKACB,0.0
PRKACG,0.0
PRKAR1A,0.0
PRKAR2A,0.0
PEPD,0.0
PRKCD,0.0
PRKCSH,0.0
PRKDC,0.0
PRKG1,0.0
PRKRA,0.0
PRMT1,0.0
PRMT5,0.0
PRELP,0.0
PRDX5,0.0
PSMD14,0.0
PRDX4,0.0
PPP1R14A,0.0
PPP1R14B,0.0
PPP1R18,0.0
PPP1R1B,0.0
PPP1R7,0.0
PPP1R8,0.0
PPP2CB,0.0
PPP2R1A,0.0
PPP2R2A,0.0
PPP2R5D,0.0
PPP3CA,0.0
PPP4C,0.0
PPP6C,0.0
PPT1,0.0
PRAF2,0.0
PRCP,0.0
PRDX1,0.0
PRDX2,0.0
PRDX3,0.0
PROCR,0.0
PROS1,0.0
PRPF19,0.0
PRPF31,0.0
PSMB2,0.0
PSMB3,0.0
PSMB4,0.0
PSMB5,0.0
PSMB6,0.0
PSMB7,0.0
PSMB8,0.0
PSMB9,0.0
PSMC1,0.0
PSMC2,0.0
PSMC3,0.0
PSMC4,0.0
PSMC5,0.0
PSMC6,0.0
PSMD1,0.0
PSMD10,0.0
PSMD11,0.0
PSMD12,0.0
PSMD13,0.0
PSMB10,0.0
PSMB1,0.0
PSMA7,0.0
PRXL2A,0.0
PRPF40A,0.0
PRPF8,0.0
PRPS1,0.0
PRPS2,0.0
PRPSAP1,0.0
PRPSAP2,0.0
PRRC1,0.0
PRTN3,0.0
PRXL2B,0.0
PSMA6,0.0
PSAP,0.0
PSAT1,0.0
PSCA,0.0
PSIP1,0.0
PSMA1,0.0
PSMA2,0.0
PSMA4,0.0
PSMA5,0.0
PRKAR2B,0.0
PARP1,0.0
PEF1,0.0
MTHFD1,0.0
MTREX,0.0
MTX1,0.0
MTX2,0.0
MUC1,0.0
MUC16,0.0
MVP,0.0
MX1,0.0
MXRA7,0.0
MYCBP,0.0
MYDGF,0.0
MYH10,0.0
MYH11,0.0
MYH14,0.0
MYH9,0.0
MYL12A,0.0
MYL6,0.0
MYL9,0.0
MYLK,0.0
MYLK.1,0.0
MTPN,0.0
MTDH,0.0
MYO18A,0.0
MT-CO2,0.0
MRPS23,0.0
MRPS25,0.0
MRPS27,0.0
MRPS34,0.0
MRPS35,0.0
MRPS36,0.0
MRPS7,0.0
MRRF,0.0
MS4A1,0.0
MSH2,0.0
MSI2,0.0
MSN,0.0
MSR1,0.0
MSRA,0.0
MSRB3,0.0
MTA2,0.0
MTAP,0.0
MT-ATP8,0.0
MTCH2,0.0
MYLK.2,0.0
MYO1C,0.0
MRPL9,0.0
NCCRP1,0.0
NCF1,0.0
NCF2,0.0
NCF4,0.0
NCKAP1,0.0
NCKAP1L,0.0
NCL,0.0
NCOA5,0.0
NCSTN,0.0
NDRG1,0.0
NDRG2,0.0
NDUFA10,0.0
NDUFA11,0.0
NDUFA12,0.0
NDUFA13,0.0
NDUFA2,0.0
NDUFA3,0.0
NDUFA4,0.0
NDUFA5,0.0
NDUFA6,0.0
NCEH1,0.0
NCBP1,0.0
MYO1D,0.0
NCAM1,0.0
MYO6,0.0
MYOF,0.0
MZB1,0.0
NAA50,0.0
NAAA,0.0
NACA,0.0
NADSYN1,0.0
NAE1,0.0
NAGA,0.0
NAGK,0.0
NAGLU,0.0
NAMPT,0.0
NANS,0.0
NAP1L1,0.0
NAP1L4,0.0
NAPA,0.0
NARS1,0.0
NASP,0.0
NAXD,0.0
MRPS22,0.0
MRPL58,0.0
PECAM1,0.0
MDH1,0.0
ME1,0.0
ME2,0.0
MECP2,0.0
MECR,0.0
MEMO1,0.0
MESD,0.0
METAP1,0.0
METAP2,0.0
METTL26,0.0
METTL7A,0.0
MFAP4,0.0
MFGE8,0.0
MGLL,0.0
MGMT,0.0
MGST1,0.0
MGST2,0.0
MIA3,0.0
MICAL1,0.0
MIF,0.0
MDH2,0.0
MCU,0.0
MLEC,0.0
MCTS1,0.0
MAPK14,0.0
MAPK3,0.0
MAPRE1,0.0
MAPRE2,0.0
MAPT,0.0
MARCKS,0.0
MARCKSL1,0.0
MARS1,0.0
MAT2A,0.0
MATN2,0.0
MATR3,0.0
MBNL1,0.0
MBOAT7,0.0
MCAM,0.0
MCCC1,0.0
MCCC2,0.0
MCEE,0.0
MCM5,0.0
MCM7,0.0
MKI67,0.0
MMAB,0.0
MRPL50,0.0
MRC2,0.0
MRI1,0.0
MRPL1,0.0
MRPL10,0.0
MRPL11,0.0
MRPL12,0.0
MRPL15,0.0
MRPL17,0.0
MRPL19,0.0
MRPL21,0.0
MRPL23,0.0
MRPL38,0.0
MRPL39,0.0
MRPL4,0.0
MRPL40,0.0
MRPL43,0.0
MRPL44,0.0
MRPL46,0.0
MRPL48,0.0
MRPL49,0.0
MRGPRF,0.0
MRC1,0.0
MMP14,0.0
MPZL2,0.0
MMP8,0.0
MMP9,0.0
MMRN2,0.0
MMS19,0.0
MMUT,0.0
MNDA,0.0
MOB1A,0.0
MOB4,0.0
MOCS2,0.0
MOGS,0.0
MON2,0.0
MOXD1,0.0
MPDU1,0.0
MPI,0.0
MPO,0.0
MPP7,0.0
MPST,0.0
MPZ,0.0
MPZL1,0.0
NDUFA7,0.0
NDUFA8,0.0
NDUFA9,0.0
OTUB1,0.0
OXSR1,0.0
P3H1,0.0
P4HA2,0.0
P4HB,0.0
PA2G4,0.0
PABPC4,0.0
PABPN1,0.0
PACS1,0.0
PACSIN2,0.0
PADI3,0.0
PAFAH1B1,0.0
PAFAH1B3,0.0
PAICS,0.0
PAIP1,0.0
PAK2,0.0
PALLD,0.0
PANK4,0.0
PARK7,0.0
RALB,0.0
OXCT1,0.0
OSTF1,0.0
PARP4,0.0
OSGEP,0.0
NUP58,0.0
NUP93,0.0
NUP98,0.0
NXN,0.0
OCIAD1,0.0
OGA,0.0
OGDH,0.0
OGFR,0.0
OGN,0.0
OLA1,0.0
OLFM4,0.0
OLFML1,0.0
OLFML3,0.0
OMD,0.0
OPA1,0.0
ORM1,0.0
ORM2,0.0
OSBP,0.0
OSBPL8,0.0
PARP14,0.0
PARVA,0.0
NDUFAB1,0.0
PDE6D,0.0
PDHA1,0.0
PDHB,0.0
PDIA3,0.0
PDIA4,0.0
PDIA5,0.0
PDIA6,0.0
PDLIM1,0.0
PDLIM3,0.0
PDLIM4,0.0
PDLIM5,0.0
PDLIM5.1,0.0
PDLIM7,0.0
PDPR,0.0
PDS5B,0.0
PDXK,0.0
PDZD11,0.0
PDZD2,0.0
PEA15,0.0
PEBP1,0.0
PDGFRB,0.0
PDCD6IP,0.0
PAXX,0.0
PDCD6,0.0
PBDC1,0.0
PBRM1,0.0
PBXIP1,0.0
PCBD1,0.0
PCBP1,0.0
PCBP2,0.0
PCCA,0.0
PCCB,0.0
PCK2,0.0
PCMT1,0.0
PCNA,0.0
PCNT,0.0
PCOLCE,0.0
PCYOX1,0.0
PCYT1A,0.0
PDAP1,0.0
PDCD10,0.0
PDCD4,0.0
PDCD5,0.0
NUP50,0.0
NUP37,0.0
NUP205,0.0
NEGR1,0.0
NELFA,0.0
NENF,0.0
NES,0.0
NEXN,0.0
NFASC,0.0
NFKB1,0.0
NHLRC2,0.0
NHP2,0.0
NIBAN1,0.0
NIBAN2,0.0
NID1,0.0
NID2,0.0
NIF3L1,0.0
NIPSNAP1,0.0
NIPSNAP2,0.0
NIPSNAP3A,0.0
NIT1,0.0
NIT2,0.0
NLRC4,0.0
NEK9,0.0
NEDD8,0.0
NUP160,0.0
NECTIN1,0.0
NDUFB10,0.0
NDUFB11,0.0
NDUFB3,0.0
NDUFB4,0.0
NDUFB5,0.0
NDUFB6,0.0
NDUFB8,0.0
NDUFB9,0.0
NDUFC2,0.0
NDUFS1,0.0
NDUFS2,0.0
NDUFS4,0.0
NDUFS5,0.0
NDUFS6,0.0
NDUFS7,0.0
NDUFS8,0.0
NDUFV1,0.0
NDUFV2,0.0
NECAP2,0.0
NME2,0.0
NME3,0.0
NMI,0.0
NMT1,0.0
NTPCR,0.0
NUB1,0.0
NUBP1,0.0
NUBP2,0.0
NUCB1,0.0
NUCB2,0.0
NUCKS1,0.0
NUDC,0.0
NUDCD2,0.0
NUDT15,0.0
NUDT16,0.0
NUDT2,0.0
NUDT21,0.0
NUDT3,0.0
NUDT4,0.0
NUDT5,0.0
NUMA1,0.0
NUP133,0.0
NUP155,0.0
NTMT1,0.0
NT5E,0.0
NT5C3A,0.0
NPEPPS,0.0
NNMT,0.0
NNT,0.0
NOL6,0.0
NOLC1,0.0
NOMO2,0.0
NONO,0.0
NOP2,0.0
NOP58,0.0
NPLOC4,0.0
NT5C2,0.0
NPM1,0.0
NPM3,0.0
NPTN,0.0
NQO1,0.0
NRAS,0.0
NSF,0.0
NSFL1C,0.0
NT5C,0.0
RALA,0.0
RHEB,0.0
RALGAPB,0.0
TMED5,0.0
TKT,0.0
TLE5,0.0
TLN1,0.0
TLN2,0.0
TMA16,0.0
TMCO1,0.0
TMED10,0.0
TMED2,0.0
TMED4,0.0
TMED7,0.0
TJP2,0.0
TMED9,0.0
TMEM109,0.0
TMEM11,0.0
TMEM119,0.0
TMEM126A,0.0
TMEM165,0.0
TMEM205,0.0
TMEM33,0.0
TMEM43,0.0
TKFC,0.0
TJP1,0.0
TPPP3,0.0
THY1,0.0
TGOLN2,0.0
THBS1,0.0
THBS2,0.0
THBS4,0.0
THEM6,0.0
THEMIS2,0.0
THOC6,0.0
THOP1,0.0
THUMPD1,0.0
THYN1,0.0
TIPRL,0.0
TIAL1,0.0
TIGAR,0.0
TIMM13,0.0
TIMM44,0.0
TIMM8A,0.0
TIMM8B,0.0
TIMM9,0.0
TIMP2,0.0
TINAGL1,0.0
TMEM97,0.0
TMOD1,0.0
TMOD3,0.0
TPM1,0.0
TOR1B,0.0
TP53,0.0
TP53I3,0.0
TP53RK,0.0
TPBG,0.0
TPD52,0.0
TPD52L2,0.0
TPI1,0.0
TPK1,0.0
TPM1.1,0.0
TMPO,0.0
TPM1.2,0.0
TPM1.3,0.0
TPM2,0.0
TPM3,0.0
TPM3.1,0.0
TPM4.1,0.0
TPMT,0.0
TPP1,0.0
TPP2,0.0
TOR1AIP1,0.0
TOR1A,0.0
TOP2B,0.0
TOMM70,0.0
TMSB10,0.0
TMSB4X,0.0
TMX1,0.0
TMX2,0.0
TMX4,0.0
TNC,0.0
TNFAIP2,0.0
TNFAIP8,0.0
TNFAIP8L2,0.0
TNKS1BP1,0.0
TNPO1,0.0
TNPO2,0.0
TNPO3,0.0
TNXB,0.0
TOLLIP,0.0
TOM1,0.0
TOM1L2,0.0
TOMM22,0.0
TOMM34,0.0
TGM3,0.0
TGM2,0.0
TGFBI,0.0
STOML2,0.0
STAT5B,0.0
STAT6,0.0
STIM1,0.0
STIP1,0.0
STK24,0.0
STK39,0.0
STK4,0.0
STMN1,0.0
STOM,0.0
STRAP,0.0
SUCLG1,0.0
STT3A,0.0
STUB1,0.0
STX12,0.0
STX3,0.0
STX7,0.0
STX8,0.0
STXBP2,0.0
STXBP3,0.0
SUB1,0.0
STAT3,0.0
STAT2,0.0
STAT1,0.0
STARD5,0.0
SRSF2,0.0
SRSF3,0.0
SRSF4,0.0
SRSF5,0.0
SRSF6,0.0
SRSF7,0.0
SRSF9,0.0
SSB,0.0
SSBP1,0.0
SSC5D,0.0
SSH3,0.0
SSPN,0.0
SSR4,0.0
ST13,0.0
ST14,0.0
STAB1,0.0
STAG2,0.0
STAM,0.0
STARD10,0.0
SUCLA2,0.0
SUCLG2,0.0
TGFB1I1,0.0
TBCB,0.0
TALDO1,0.0
TAP1,0.0
TAP2,0.0
TAPBP,0.0
TARDBP,0.0
TARS1,0.0
TAX1BP3,0.0
TBC1D9B,0.0
TBCA,0.0
TCEA1,0.0
SUGT1,0.0
TCEAL3,0.0
TCERG1,0.0
TCP1,0.0
TES,0.0
TESC,0.0
TEX10,0.0
TF,0.0
TFAM,0.0
TFG,0.0
TAGLN2,0.0
TAGLN,0.0
TACO1,0.0
SYPL1,0.0
SULT1A1,0.0
SULT1A4,0.0
SULT2A1,0.0
SUMO1,0.0
SUMO3,0.0
SUN2,0.0
SUPT16H,0.0
SUPT5H,0.0
SURF4,0.0
SWAP70,0.0
SYK,0.0
SYNCRIP,0.0
SYNE2,0.0
SYNGR1,0.0
SYNGR2,0.0
SYNJ2BP,0.0
SYNM,0.0
SYNPO,0.0
SYNPO2,0.0
TPPP,0.0
TPR,0.0
RALY,0.0
VCAN,0.0
VANGL1,0.0
VAPA,0.0
VAPB,0.0
VARS1,0.0
VASN,0.0
VASP,0.0
VAT1,0.0
VBP1,0.0
VCAM1,0.0
VCL,0.0
VAMP7,0.0
VCP,0.0
VDAC1,0.0
VDAC2,0.0
VDAC3,0.0
VILL,0.0
VIM,0.0
VIRMA,0.0
VKORC1L1,0.0
VPS13C,0.0
VAMP8,0.0
VAMP5,0.0
TPRKB,0.0
UQCRH,0.0
UNC45A,0.0
UPF1,0.0
UPK2,0.0
UPK3A,0.0
UPK3BL2,0.0
UQCRB,0.0
UQCRC1,0.0
UQCRC2,0.0
UQCRFS1,0.0
UQCRQ,0.0
VAMP2,0.0
UROD,0.0
USO1,0.0
USP14,0.0
USP15,0.0
USP5,0.0
USP7,0.0
USP9X,0.0
UTRN,0.0
VAC14,0.0
VPS25,0.0
VPS26A,0.0
VPS26B,0.0
YTHDF2,0.0
WDR82,0.0
XPNPEP1,0.0
XPO1,0.0
XPO7,0.0
XRCC5,0.0
XRCC6,0.0
XRN2,0.0
YBX1,0.0
YKT6,0.0
YWHAB,0.0
VPS28,0.0
YWHAE,0.0
YWHAG,0.0
YWHAH,0.0
YWHAQ,0.0
YWHAZ,0.0
ZADH2,0.0
ZFHX3,0.0
ZNF185,0.0
ZNF207,0.0
WDR77,0.0
WDR61,0.0
WDR5,0.0
WDR1,0.0
VPS29,0.0
VPS35,0.0
VPS45,0.0
VPS4A,0.0
VPS51,0.0
VSIG2,0.0
VTA1,0.0
VTI1B,0.0
VTN,0.0
VWA1,0.0
VWA5A,0.0
VWA8,0.0
VWF,0.0
WARS1,0.0
WAS,0.0
WASF2,0.0
WASHC2A,0.0
WASHC5,0.0
WASL,0.0
UGT1A6,0.0
UGP2,0.0
UGGT1,0.0
TUBA1C,0.0
TSPO,0.0
TST,0.0
TSTD1,0.0
TTC9C,0.0
TTLL12,0.0
TTN,0.0
TTR,0.0
TUBA1A,0.0
TUBA1B,0.0
TUBA4A,0.0
TXNDC12,0.0
TUBB,0.0
TUBB2A,0.0
TUBB4B,0.0
TUBB6,0.0
TUBB8,0.0
TUFM,0.0
TWF1,0.0
TWF2,0.0
TXN,0.0
TSPAN14,0.0
TSNAX,0.0
TSN,0.0
TSG101,0.0
TPSAB1,0.0
TPT1,0.0
TRA2A,0.0
TRA2B,0.0
TRAM1,0.0
TRAPPC3,0.0
TRAPPC4,0.0
TRAPPC5,0.0
TRAPPC6B,0.0
TRIM25,0.0
TRIM26,0.0
TRIM28,0.0
TRIM29,0.0
TRIOBP,0.0
TRIP10,0.0
TRIP6,0.0
TRMT112,0.0
TRNT1,0.0
TSFM,0.0
TXN2,0.0
TXNDC17,0.0
UGDH,0.0
UBQLN1,0.0
UBE2M,0.0
UBE2N,0.0
UBE2O,0.0
UBE2V1,0.0
UBE2V2,0.0
UBE4A,0.0
UBL4A,0.0
UBL5,0.0
UBLCP1,0.0
UBQLN2,0.0
TXNDC5,0.0
UBTF,0.0
UBXN6,0.0
UCHL1,0.0
UCHL3,0.0
UCHL5,0.0
UFC1,0.0
UFD1,0.0
UFL1,0.0
UFM1,0.0
UBE2L6,0.0
UBE2L3,0.0
UBE2K,0.0
UBE2I,0.0
TXNDC9,0.0
TXNIP,0.0
TXNL1,0.0
TXNRD1,0.0
TYMP,0.0
U2AF1,0.0
U2AF2,0.0
U2SURP,0.0
UACA,0.0
UBA1,0.0
UBA2,0.0
UBA3,0.0
UBA5,0.0
UBA6,0.0
UBA7,0.0
UBAP2L,0.0
UBE2A,0.0
UBE2D3,0.0
UBE2E3,0.0
SRSF11,0.0
SRSF10,0.0
SRSF1,0.0
RPS8,0.0
RPS28,0.0
RPS3,0.0
RPS3A,0.0
RPS4X,0.0
RPS4Y1,0.0
RPS5,0.0
RPS6,0.0
RPS6KA3,0.0
RPS7,0.0
RPS9,0.0
RPS27A,0.0
RPSA,0.0
RRAD,0.0
RRAGA,0.0
RRAS,0.0
RRAS2,0.0
RRBP1,0.0
RSL1D1,0.0
RTCA,0.0
RTCB,0.0
RPS27L,0.0
RPS26,0.0
SRRT,0.0
RPS13,0.0
RPL8,0.0
RPL9,0.0
RPLP0,0.0
RPLP1,0.0
RPLP2,0.0
RPN2,0.0
RPRD1B,0.0
RPS11,0.0
RPS12,0.0
RPS14,0.0
RPS25,0.0
RPS15A,0.0
RPS17,0.0
RPS18,0.0
RPS19,0.0
RPS2,0.0
RPS20,0.0
RPS21,0.0
RPS23,0.0
RPS24,0.0
RTN3,0.0
RTN4,0.0
RTN4.1,0.0
SCARB2,0.0
SARNP,0.0
SARS1,0.0
SART3,0.0
SBDS,0.0
SBSN,0.0
SBSPON,0.0
SCAMP2,0.0
SCAMP3,0.0
SCAMP4,0.0
